"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,5,http://dx.doi.org/10.1145/1054972.1055046,Livenotes: a system for cooperative and augmented note-taking in lectures,44,27,125,"1,750",augmented note-taking; collaborative learning; computer-supported cooperative work; cooperative note-taking; education; shared whiteboard; synchronous interaction,10,"81100222950, Matthew Kam, University of California at Berkeley, Berkeley, CA; 81100233343, Jingtao Wang, University of California at Berkeley, Berkeley, CA; 81100098292, Alastair Iles, University of California at Berkeley, Berkeley, CA; 81100271605, Eric Tse, University of California at Berkeley, Berkeley, CA; 81328487987, Jane Chiu, University of California at Berkeley, Berkeley, CA; 81430599887, Daniel Glaser, University of California at Berkeley, Berkeley, CA; 81100424146, Orna Tarshish, University of California at Berkeley, Berkeley, CA; 81100415489, John Canny, University of California at Berkeley, Berkeley, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055047,Stencils-based tutorials: design and evaluation,36,5,80,"1,607","graphical user interfaces; training, help, and documentation; tutorials",10,"81100607695, Caitlin Kelleher, Carnegie Mellon University, Pittsburgh, PA; 81100493478, Randy Pausch, Carnegie Mellon University, Pittsburgh, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055048,"StudioBRIDGE: using group, location, and event information to bridge online and offline encounters for co-located learning groups",4,1,31,764,awareness; informal interactions; user interfaces,10,"81100560047, Susan Yee, Microsoft Research, Redmond, WA; 81100159425, Kat S. Park, Massachusetts Institute of Technology, Cambridge, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055050,Calling while driving: effects of providing remote traffic context,8,1,55,"1,160",attention; cognitive load; contextual information; driving; miscellaneous,9,"81100156639, Mike Schneider, Carnegie Mellon University, Pittsburgh PA; 81100476487, Sara Kiesler, Carnegie Mellon University, Pittsburgh PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055051,Studying the effectiveness of MOVE: a contextually optimized in-vehicle navigation system,14,99,139,931,dynamic displays; in-car navigation systems; perceptual optimization; user interfaces,10,"81452600527, Joonhwan Lee, Carnegie Mellon University, Pittsburgh, PA; 81100492013, Jodi Forlizzi, Carnegie Mellon University, Pittsburgh, PA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055052,Distract-R: rapid prototyping and evaluation of in-vehicle interfaces,10,3,47,914,cognitive modeling; driving; prototyping,9,"81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA; 81328491196, Mark Zuber, Drexel University, Philadelphia, PA; 81100070891, Ekaterina Beregovaia, Drexel University, Philadelphia, PA; 81100421673, Daniel Markley, Drexel University, Philadelphia, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055054,Paper windows: interaction techniques for digital paper,70,22,216,"2,472",digital paper interfaces; ubiquitous computing,9,"81328488680, David Holman, Queen's University, Kingston, ON, Canada; 81100497077, Roel Vertegaal, Queen's University, Kingston, ON, Canada; 81100505459, Mark Altosaar, Queen's University, Kingston, ON, Canada; 81100424154, Nikolaus Troje, Queen's University, Kingston, ON, Canada; 81100478137, Derek Johns, Queen's University, Kingston, ON, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055055,Fluid integration of rotation and translation,60,11,118,"1,523",collaborative computing; computer-supported cooperative work; fluid interactions; roles of orientation; tabletop collaboration,10,"81100607003, Russell Kruger, University of Calgary, Calgary, Alberta, Canada; 81452616781, Sheelagh Carpendale, University of Calgary, Calgary, Alberta, Canada; 81100544371, Stacey D. Scott, University of Calgary, Calgary, Alberta, Canada; 81100640680, Anthony Tang, University of Calgary, Calgary, Alberta, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055056,A study on the manipulation of 2D objects in a projector/camera-based augmented reality environment,14,3,62,"1,283",augmented reality; experimentation; input devices and strategies; interaction techniques; wizard of oz study,10,"81100147302, Stephen Voida, Georgia Institute of Technology, Atlanta, Georgia; 81100011274, Mark Podlaseck, IBM Research, T.J. Watson, Hawthorne, New York; 81100449782, Rick Kjeldsen, IBM Research, T.J. Watson, Hawthorne, New York; 81100364954, Claudio Pinhanez, IBM Research, T.J. Watson, Hawthorne, New York; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055058,Exploring technology adoption and use through the lens of residential mobility,13,3,34,983,behavioral science; miscellaneous; social relationships,10,"81100288406, Irina A. Shklovski, Carnegie Mellon University, Pittsburgh, PA; 81100420884, Scott D. Mainwaring, Intel Research, Hillsboro, OR; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055059,Waterbot: exploring feedback and persuasive techniques at the sink,41,17,142,"1,526",behavior change; context-aware computing; miscellaneous; product design; water conservation,9,"81100017972, Ernesto Arroyo, MIT Media Laboratory, Cambridge, MA; 81100186035, Leonardo Bonanni, MIT Media Laboratory, Cambridge, MA; 81100525482, Ted Selker, MIT Media Laboratory, Cambridge, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055060,Artful systems in the home,88,10,67,"2,017",domestic life; home life; miscellaneous; ubiquitous computing,10,"81100517358, Alex S. Taylor, Microsoft Research, Cambridge, UK; 81100231799, Laurel Swan, Brunel University, London, UK; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055062,"Applying the lessons of the attack on the world trade center, 11th September 2001, to the design and use of interactive evacuation simulations",7,1,42,910,evacuation; safety; user modeling,10,"81100451083, C. W. Johnson, University of Glasgow, Glasgow, Scotland; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055064,A qualitative cross-national study of cultural influences on mobile data service design,22,19,99,"1,256",culture; human factors; qualitative research,10,"81350594298, Boreum Choi, Yonsei University, Seoul, Korea; 81452593533, Inseong Lee, Yonsei University, Seoul, Korea; 81406599725, Jinwoo Kim, Yonsei University, Seoul, Korea; 81414597360, Yunsuk Jeon, University of Helsinki, Helsinki, Finland; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055065,Learning user interest for image browsing on small-form-factor devices,17,3,47,"1,002",algorithms; human factors; mobile image browsing; user interfaces,10,"81385598345, Xing Xie, Microsoft Research Asia, Beijing, P.R. China; 81410592346, Hao Liu, The Chinese University of Hong Kong, Shatin. N.T., Hong Kong; 81100210119, Simon Goumaz, Microsoft Research Asia, Beijing, P.R. China; 81350592994, Wei-Ying Ma, Microsoft Research Asia, Beijing, P.R. China; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055066,Summary thumbnails: readable overviews for small screen web browsers,62,11,89,"1,714",design; human factors; pda; small screen device; user interfaces,10,"81316489615, Heidi Lam, University of British Columbia, Vancouver, BC; 81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055068,Understanding email use: predicting action on a message,28,21,185,"2,633",communication; computer-supported cooperative work; email; intelligent agents; synchronous interaction,10,"81100650586, Laura A. Dabbish, Carnegie Mellon University, Pittsburgh, PA; 81328489038, Robert E. Kraut, Carnegie Mellon University, Pittsburgh, PA; 81100583820, Susan Fussell, Carnegie Mellon University, Pittsburgh, PA; 81100476487, Sara Kiesler, Carnegie Mellon University, Pittsburgh, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055069,How to make secure email easier to use,8,7,81,"2,698",cryptographic controls; evaluation/methodology; user interaction design,10,"81100415667, Simson L. Garfinkel, MIT CSAIL, Cambridge, MA; 81100256486, David Margrave, Amazon.com, Seattle, WA; 81100243653, Jeffrey I. Schiller, MIT Network Services, Cambridge, MA; 81100299928, Erik Nordlander, MIT CSAIL, Cambridge, MA; 81100162232, Robert C. Miller, MIT CSAIL, Cambridge, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055070,Designing human friendly human interaction proofs (HIPs),29,6,62,"1,113",completely automated public turing tests to tell computers and humans apart; evaluation; human interaction proofs; visual letter recognition,10,"81100301174, Kumar Chellapilla, Microsoft Research, Redmond, WA; 81100470644, Kevin Larson, Microsoft Research, Redmond, WA; 81100027001, Patrice Simard, Microsoft Research, Redmond, WA; 81100280834, Mary Czerwinski, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055072,Life on the edge: supporting collaboration in location-based experiences,52,4,57,"1,247",collaborative; education; location-based; shared-context; ubiquitous,10,"81100619971, Steve Benford, University of Nottingham, Nottingham, UK; 81311485174, Duncan Rowland, University of Nottingham, Nottingham, UK; 81100138797, Martin Flintham, University of Nottingham, Nottingham, UK; 81100638532, Adam Drozd, University of Nottingham, Nottingham, UK; 81100351909, Richard Hull, Hewlett-Packard Laboratories, Bristol; 81100283085, Josephine Reid, Hewlett-Packard Laboratories, Bristol; 81100423199, Jo Morrison; 81430615966, Keri Facer; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055073,Improving orchestral conducting systems in public spaces: examining the temporal characteristics and conceptual models of conducting gestures,8,2,35,561,"artificial, augmented, and virtual realities; conceptual models; empirical study; exhibits; music interfaces",10,"81100385689, Eric Lee, RWTH Aachen University, Aachen, Germany; 81100334933, Marius Wolf, RWTH Aachen University, Aachen, Germany; 81100443423, Jan Borchers, RWTH Aachen University, Aachen, Germany; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055074,Designing the spectator experience,103,23,189,"2,069",art; expression; human factors; museums; public experiences; user/machine systems,10,"81100228688, Stuart Reeves, The University of Nottingham, Nottingham, UK; 81100619971, Steve Benford, The University of Nottingham, Nottingham, UK; 81409593242, Claire O'Malley, The University of Nottingham, Nottingham, UK; 81100364452, Mike Fraser, The University of Bristol, Bristol, UK; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055076,Values at play: design tradeoffs in socially-oriented game design,23,12,143,"2,132",design; gender and computing; programming pedagogy; social issues,10,"81100538614, Mary Flanagan, Film & Media Hunter College, New York, NY; 81100308687, Daniel C. Howe, New York University, New York, NY; 81100104436, Helen Nissenbaum, New York University, New York, NY; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055078,Feature congestion: a measure of display clutter,21,8,81,"1,114",clutter; feature congestion; miscellaneous; visual interfaces,10,"81100414889, Ruth Rosenholtz, MIT, Cambridge, MA; 81100485034, Yuanzhen Li, MIT, Cambridge, MA; 81100259124, Jonathan Mansfield, MIT, Cambridge, MA; 81100054519, Zhenlan Jin, MIT, Cambridge, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055079,Improving revisitation in fisheye views with visit wear,20,0,26,661,edit wear; fisheye views; information interfaces and presentation; spatial memory,10,"81100133304, Amy Skopik, University of Saskatchewan, Saskatoon, Canada; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055081,Martial arts in artificial reality,31,10,117,"1,991",artificial reality; input devices and strategies; kung-fu,10,"81100307069, Perttu H&#228;m&#228;l&#228;inen, Helsinki University of Technology, HUT, Finland; 81100391905, Tommi Ilmonen, Helsinki University of Technology, HUT, Finland; 81100619329, Johanna H&#246;ysniemi, University of Tampere, UTA, Finland; 81100574122, Mikko Lindholm; 81100535232, Ari Nyk&#228;nen; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055082,Spotlight: directing users' attention on large displays,22,5,66,"1,459",attention; graphical user interfaces; user study,8,"81100345201, Azam Khan; 81100153192, Justin Matejka; 81100585120, George Fitzmaurice; 81332510496, Gordon Kurtenbach; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055084,MultiView: spatially faithful group video conferencing,22,8,80,"1,069",computer-supported cooperative work; eye contact; spatial faithfulness,10,"81410594440, David Nguyen, University of California, Berkeley, Berkeley, CA; 81100415489, John Canny, University of California, Berkeley, Berkeley, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055086,Less visible and wireless: two experiments on the effects of microphone type on users' performance and perception,4,0,29,628,creativity; disclosure; fluency; miscellaneous; output modality; ubiquitous computing; user interfaces; wireless device,10,"81100212554, QianYing Wang, Stanford University; 81100153283, Clifford Nass, Stanford University; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055088,Children and emerging wireless technologies: investigating the potential for spatial practice,12,8,74,739,augmented reality; design workshops; mobility; soundscapes,10,"81100006469, Morris Williams, University of the West of England, Bristol, UK; 81100554724, Owain Jones, University of Exeter, Exeter, UK; 81100524289, Constance Fleuriot, University of Bristol, Bristol, UK; 81100373510, Lucy Wood, Ordnance Survey Research and Innovation, Southampton, UK; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055089,Testing the media equation with children,5,1,47,"1,413",casa; information interfaces and presentation,10,"81332493266, Sonia Chiasson, University of Saskatchewan, Skatoon, Canada; 81100275704, Carl Gutwin, University of Saskatchewan, Skatoon, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055090,Camera talk: making the camera a partial participant,3,1,26,545,children; educational software; miscellaneous; video data,10,"81100168814, K. K. Lamberty, Georgia Institute of Technology, Atlanta, GA; 81452618006, Janet L. Kolodner, Georgia Institute of Technology, Atlanta, GA; "
